2026-09-06 02:23:22.912 | INFO     | amisim.application | 0.00/0.00s | - -> Settings loaded
2026-09-06 02:55:40.494 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: CONDA.PREFIX. Registering dynamic runtime field as string.
2026-09-06 02:55:40.494 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: CONDA.PREFIX_1. Registering dynamic runtime field as string.
2026-09-06 02:55:40.495 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: CONDA.PROMPT_MODIFIER. Registering dynamic runtime field as string.
2026-09-06 02:55:40.495 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: CONDA.PYTHON_EXE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.495 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: CONDA.ROOT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.495 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: CONDA.SHLVL. Registering dynamic runtime field as string.
2026-09-06 02:55:40.495 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: COPILOT. Creating dynamic section at runtime.
2026-09-06 02:55:40.495 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: COPILOT.AGENT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.496 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: COPILOT.DEBUG_NONCE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.496 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: DBUS. Creating dynamic section at runtime.
2026-09-06 02:55:40.496 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: DBUS.SESSION_BUS_ADDRESS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.496 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: DEBIAN. Creating dynamic section at runtime.
2026-09-06 02:55:40.496 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: DEBIAN.FRONTEND. Registering dynamic runtime field as string.
2026-09-06 02:55:40.496 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: DEBUGINFOD. Creating dynamic section at runtime.
2026-09-06 02:55:40.497 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: DEBUGINFOD.URLS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.497 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: FNM. Creating dynamic section at runtime.
2026-09-06 02:55:40.497 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: FNM.ARCH. Registering dynamic runtime field as string.
2026-09-06 02:55:40.497 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: FNM.COREPACK_ENABLED. Registering dynamic runtime field as string.
2026-09-06 02:55:40.497 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: FNM.DIR. Registering dynamic runtime field as string.
2026-09-06 02:55:40.497 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: FNM.LOGLEVEL. Registering dynamic runtime field as string.
2026-09-06 02:55:40.497 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: FNM.MULTISHELL_PATH. Registering dynamic runtime field as string.
2026-09-06 02:55:40.498 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: FNM.NODE_DIST_MIRROR. Registering dynamic runtime field as string.
2026-09-06 02:55:40.498 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: FNM.RESOLVE_ENGINES. Registering dynamic runtime field as string.
2026-09-06 02:55:40.498 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: FNM.VERSION_FILE_STRATEGY. Registering dynamic runtime field as string.
2026-09-06 02:55:40.498 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: GIT. Creating dynamic section at runtime.
2026-09-06 02:55:40.498 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: GIT.ASKPASS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.498 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: GIT.EDITOR. Registering dynamic runtime field as string.
2026-09-06 02:55:40.499 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: GIT.MERGE_AUTOEDIT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.499 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: GIT.PAGER. Registering dynamic runtime field as string.
2026-09-06 02:55:40.499 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: HADOOP. Creating dynamic section at runtime.
2026-09-06 02:55:40.499 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: HADOOP.HOME. Registering dynamic runtime field as string.
2026-09-06 02:55:40.499 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: JAVA. Creating dynamic section at runtime.
2026-09-06 02:55:40.499 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: JAVA.HOME. Registering dynamic runtime field as string.
2026-09-06 02:55:40.500 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: LD. Creating dynamic section at runtime.
2026-09-06 02:55:40.500 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: LD.LIBRARY_PATH. Registering dynamic runtime field as string.
2026-09-06 02:55:40.500 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: LIBVIRT. Creating dynamic section at runtime.
2026-09-06 02:55:40.500 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: LIBVIRT.DEFAULT_URI. Registering dynamic runtime field as string.
2026-09-06 02:55:40.500 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: LS. Creating dynamic section at runtime.
2026-09-06 02:55:40.500 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: LS.COLORS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.501 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: PYDEVD. Creating dynamic section at runtime.
2026-09-06 02:55:40.501 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: PYDEVD.DISABLE_FILE_VALIDATION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.501 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: PYTEST. Creating dynamic section at runtime.
2026-09-06 02:55:40.502 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: PYTEST.CURRENT_TEST. Registering dynamic runtime field as string.
2026-09-06 02:55:40.502 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: PYTEST.VERSION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.503 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: PYTHON. Creating dynamic section at runtime.
2026-09-06 02:55:40.503 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings field detected: PYTHON.BASIC_REPL. Registering dynamic runtime field as string.
2026-09-06 02:55:40.504 | WARNING  | amisim.setting | 0.00/0.02s | - -> Unknown settings section detected: QT. Creating dynamic section at runtime.
2026-09-06 02:55:40.504 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: QT.XCB_GL_INTEGRATION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.504 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings section detected: SSH. Creating dynamic section at runtime.
2026-09-06 02:55:40.504 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: SSH.CLIENT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.505 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: SSH.CONNECTION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.505 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings section detected: TERM. Creating dynamic section at runtime.
2026-09-06 02:55:40.505 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: TERM.PROGRAM. Registering dynamic runtime field as string.
2026-09-06 02:55:40.506 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: TERM.PROGRAM_VERSION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.506 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings section detected: VSCODE. Creating dynamic section at runtime.
2026-09-06 02:55:40.507 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: VSCODE.DEBUGPY_ADAPTER_ENDPOINTS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.507 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: VSCODE.GIT_ASKPASS_EXTRA_ARGS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.507 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: VSCODE.GIT_ASKPASS_MAIN. Registering dynamic runtime field as string.
2026-09-06 02:55:40.508 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: VSCODE.GIT_ASKPASS_NODE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.508 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: VSCODE.GIT_IPC_HANDLE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.508 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: VSCODE.IPC_HOOK_CLI. Registering dynamic runtime field as string.
2026-09-06 02:55:40.509 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: VSCODE.PYTHON_AUTOACTIVATE_GUARD. Registering dynamic runtime field as string.
2026-09-06 02:55:40.509 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings section detected: XDG. Creating dynamic section at runtime.
2026-09-06 02:55:40.509 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: XDG.DATA_DIRS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.510 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: XDG.RUNTIME_DIR. Registering dynamic runtime field as string.
2026-09-06 02:55:40.510 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: XDG.SESSION_CLASS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.510 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: XDG.SESSION_ID. Registering dynamic runtime field as string.
2026-09-06 02:55:40.511 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings field detected: XDG.SESSION_TYPE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.513 | WARNING  | amisim.setting | 0.00/0.03s | - -> Unknown settings section detected: AI. Creating dynamic section at runtime.
2026-09-06 02:55:40.514 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: AI.AGENT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.514 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings section detected: BUNDLED. Creating dynamic section at runtime.
2026-09-06 02:55:40.514 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: BUNDLED.DEBUGPY_PATH. Registering dynamic runtime field as string.
2026-09-06 02:55:40.515 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings section detected: CONDA. Creating dynamic section at runtime.
2026-09-06 02:55:40.515 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: CONDA.DEFAULT_ENV. Registering dynamic runtime field as string.
2026-09-06 02:55:40.515 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: CONDA.EXE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.516 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: CONDA.PREFIX. Registering dynamic runtime field as string.
2026-09-06 02:55:40.516 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: CONDA.PREFIX_1. Registering dynamic runtime field as string.
2026-09-06 02:55:40.516 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: CONDA.PROMPT_MODIFIER. Registering dynamic runtime field as string.
2026-09-06 02:55:40.517 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: CONDA.PYTHON_EXE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.517 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: CONDA.ROOT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.517 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: CONDA.SHLVL. Registering dynamic runtime field as string.
2026-09-06 02:55:40.518 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings section detected: COPILOT. Creating dynamic section at runtime.
2026-09-06 02:55:40.518 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: COPILOT.AGENT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.519 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: COPILOT.DEBUG_NONCE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.519 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings section detected: DBUS. Creating dynamic section at runtime.
2026-09-06 02:55:40.520 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: DBUS.SESSION_BUS_ADDRESS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.520 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings section detected: DEBIAN. Creating dynamic section at runtime.
2026-09-06 02:55:40.521 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: DEBIAN.FRONTEND. Registering dynamic runtime field as string.
2026-09-06 02:55:40.521 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings section detected: DEBUGINFOD. Creating dynamic section at runtime.
2026-09-06 02:55:40.521 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: DEBUGINFOD.URLS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.522 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings section detected: FNM. Creating dynamic section at runtime.
2026-09-06 02:55:40.523 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: FNM.ARCH. Registering dynamic runtime field as string.
2026-09-06 02:55:40.523 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: FNM.COREPACK_ENABLED. Registering dynamic runtime field as string.
2026-09-06 02:55:40.523 | WARNING  | amisim.setting | 0.00/0.04s | - -> Unknown settings field detected: FNM.DIR. Registering dynamic runtime field as string.
2026-09-06 02:55:40.524 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: FNM.LOGLEVEL. Registering dynamic runtime field as string.
2026-09-06 02:55:40.524 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: FNM.MULTISHELL_PATH. Registering dynamic runtime field as string.
2026-09-06 02:55:40.524 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: FNM.NODE_DIST_MIRROR. Registering dynamic runtime field as string.
2026-09-06 02:55:40.525 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: FNM.RESOLVE_ENGINES. Registering dynamic runtime field as string.
2026-09-06 02:55:40.527 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: FNM.VERSION_FILE_STRATEGY. Registering dynamic runtime field as string.
2026-09-06 02:55:40.527 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings section detected: GIT. Creating dynamic section at runtime.
2026-09-06 02:55:40.527 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: GIT.ASKPASS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.528 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: GIT.EDITOR. Registering dynamic runtime field as string.
2026-09-06 02:55:40.528 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: GIT.MERGE_AUTOEDIT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.529 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: GIT.PAGER. Registering dynamic runtime field as string.
2026-09-06 02:55:40.529 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings section detected: HADOOP. Creating dynamic section at runtime.
2026-09-06 02:55:40.529 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: HADOOP.HOME. Registering dynamic runtime field as string.
2026-09-06 02:55:40.531 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings section detected: JAVA. Creating dynamic section at runtime.
2026-09-06 02:55:40.531 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: JAVA.HOME. Registering dynamic runtime field as string.
2026-09-06 02:55:40.532 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings section detected: LD. Creating dynamic section at runtime.
2026-09-06 02:55:40.532 | WARNING  | amisim.setting | 0.00/0.05s | - -> Unknown settings field detected: LD.LIBRARY_PATH. Registering dynamic runtime field as string.
2026-09-06 02:55:40.534 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: LIBVIRT. Creating dynamic section at runtime.
2026-09-06 02:55:40.534 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: LIBVIRT.DEFAULT_URI. Registering dynamic runtime field as string.
2026-09-06 02:55:40.534 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: LS. Creating dynamic section at runtime.
2026-09-06 02:55:40.535 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: LS.COLORS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.536 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: PYDEVD. Creating dynamic section at runtime.
2026-09-06 02:55:40.536 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: PYDEVD.DISABLE_FILE_VALIDATION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.536 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: PYTEST. Creating dynamic section at runtime.
2026-09-06 02:55:40.537 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: PYTEST.CURRENT_TEST. Registering dynamic runtime field as string.
2026-09-06 02:55:40.538 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: PYTEST.VERSION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.538 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: PYTHON. Creating dynamic section at runtime.
2026-09-06 02:55:40.538 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: PYTHON.BASIC_REPL. Registering dynamic runtime field as string.
2026-09-06 02:55:40.539 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: QT. Creating dynamic section at runtime.
2026-09-06 02:55:40.540 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: QT.XCB_GL_INTEGRATION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.540 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: SSH. Creating dynamic section at runtime.
2026-09-06 02:55:40.540 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: SSH.CLIENT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.541 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: SSH.CONNECTION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.541 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: TERM. Creating dynamic section at runtime.
2026-09-06 02:55:40.542 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: TERM.PROGRAM. Registering dynamic runtime field as string.
2026-09-06 02:55:40.542 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: TERM.PROGRAM_VERSION. Registering dynamic runtime field as string.
2026-09-06 02:55:40.542 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings section detected: VSCODE. Creating dynamic section at runtime.
2026-09-06 02:55:40.543 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: VSCODE.DEBUGPY_ADAPTER_ENDPOINTS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.543 | WARNING  | amisim.setting | 0.00/0.06s | - -> Unknown settings field detected: VSCODE.GIT_ASKPASS_EXTRA_ARGS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.544 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: VSCODE.GIT_ASKPASS_MAIN. Registering dynamic runtime field as string.
2026-09-06 02:55:40.544 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: VSCODE.GIT_ASKPASS_NODE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.545 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: VSCODE.GIT_IPC_HANDLE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.545 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: VSCODE.IPC_HOOK_CLI. Registering dynamic runtime field as string.
2026-09-06 02:55:40.545 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: VSCODE.PYTHON_AUTOACTIVATE_GUARD. Registering dynamic runtime field as string.
2026-09-06 02:55:40.545 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings section detected: XDG. Creating dynamic section at runtime.
2026-09-06 02:55:40.546 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: XDG.DATA_DIRS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.546 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: XDG.RUNTIME_DIR. Registering dynamic runtime field as string.
2026-09-06 02:55:40.546 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: XDG.SESSION_CLASS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.547 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: XDG.SESSION_ID. Registering dynamic runtime field as string.
2026-09-06 02:55:40.547 | WARNING  | amisim.setting | 0.00/0.07s | - -> Unknown settings field detected: XDG.SESSION_TYPE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.569 | INFO     | amisim.application | 0.00/0.00s | - -> Settings loaded
2026-09-06 02:55:40.578 | WARNING  | amisim.setting | 0.01/0.01s | - -> Unknown settings section detected: AI. Creating dynamic section at runtime.
2026-09-06 02:55:40.579 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: AI.AGENT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.579 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings section detected: BUNDLED. Creating dynamic section at runtime.
2026-09-06 02:55:40.579 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: BUNDLED.DEBUGPY_PATH. Registering dynamic runtime field as string.
2026-09-06 02:55:40.579 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings section detected: CONDA. Creating dynamic section at runtime.
2026-09-06 02:55:40.579 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: CONDA.DEFAULT_ENV. Registering dynamic runtime field as string.
2026-09-06 02:55:40.580 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: CONDA.EXE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.580 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: CONDA.PREFIX. Registering dynamic runtime field as string.
2026-09-06 02:55:40.580 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: CONDA.PREFIX_1. Registering dynamic runtime field as string.
2026-09-06 02:55:40.580 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: CONDA.PROMPT_MODIFIER. Registering dynamic runtime field as string.
2026-09-06 02:55:40.580 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: CONDA.PYTHON_EXE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.580 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: CONDA.ROOT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.580 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: CONDA.SHLVL. Registering dynamic runtime field as string.
2026-09-06 02:55:40.581 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings section detected: COPILOT. Creating dynamic section at runtime.
2026-09-06 02:55:40.581 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: COPILOT.AGENT. Registering dynamic runtime field as string.
2026-09-06 02:55:40.581 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: COPILOT.DEBUG_NONCE. Registering dynamic runtime field as string.
2026-09-06 02:55:40.581 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings section detected: DBUS. Creating dynamic section at runtime.
2026-09-06 02:55:40.581 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings field detected: DBUS.SESSION_BUS_ADDRESS. Registering dynamic runtime field as string.
2026-09-06 02:55:40.581 | WARNING  | amisim.setting | 0.00/0.01s | - -> Unknown settings section detected: DEBIAN. Creating dynamic section at runtime.
